genome	kingdom	phylum	class	order	family	genus	species
G001830725	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Sulfuricurvum	Sulfuricurvum sp. RIFOXYD12_FULL_44_77
G001830745	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Sulfuricurvum	Sulfuricurvum sp. RIFOXYD2_FULL_44_160
G001830775	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Sulfurimonas	Sulfurimonas sp. RIFCSPHIGHO2_12_FULL_36_9
G001830805	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Sulfurimonas	Sulfurimonas sp. RIFOXYD2_FULL_34_21
G001830835	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales			Syntrophobacterales bacterium GWC2_56_13
G001830855	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Syntrophus	Syntrophus sp. RIFOXYC2_FULL_54_9
G001830865	Bacteria	Tenericutes					Tenericutes bacterium GWC2_34_14
G001830895	Bacteria	Tenericutes					Tenericutes bacterium GWC2_39_45
G001830905	Bacteria	Tenericutes					Tenericutes bacterium GWF1_35_14
G001830945	Bacteria	Tenericutes					Tenericutes bacterium RIFOXYB2_FULL_36_25
G001830975	Bacteria	Tenericutes					Tenericutes bacterium RIFOXYD2_FULL_35_11
G001831055	Bacteria	Verrucomicrobia					Verrucomicrobia bacterium GWC2_42_7
G001831495	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassotalea	Thalassotalea sp. LPB0090
G001832905	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Anthococcus	Anthococcus sp. DF1
G001853345	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas haloaromaticamans
G001854105	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus fermentum
G001854205	Bacteria	Cyanobacteria		Oscillatoriales	Oscillatoriaceae	Moorea	Moorea producens
G001854245	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfococcus	Desulfococcus multivorans
G001854465	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum
G001854555	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas sp. JW3
G001854605	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas sp. JW1
G001854655	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Frankia	Frankia sp. Cc1.17
G001856685	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces sp. VUL4_3
G001856825	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales			Thermoplasmatales archaeon I-plasma
G001856845	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales			Thermoplasmatales archaeon Gpl
G001857665	Bacteria	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Acidithiobacillus ferrivorans
G001858025	Bacteria	Cyanobacteria		Nostocales	Nostocaceae	Trichormus	Trichormus sp. NMC-1
G001858115	Bacteria	Cyanobacteria		Nostocales	Aphanizomenonaceae	Cylindrospermopsis	Cylindrospermopsis raciborskii
G001858125	Bacteria	Cyanobacteria		Nostocales	Aphanizomenonaceae	Cylindrospermopsis	Cylindrospermopsis raciborskii
G001858325	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter	Marinobacter sp. AC-23
G001858525	Bacteria					Vampirovibrio	Vampirovibrio chlorellavorus
G001865575	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia sprentiae
G001865655	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Maribacter	Maribacter sp. 1_2014MBL_MicDiv
G001865765	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium pseudotuberculosis
G001865835	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Myroides	Myroides sp. ZB35
G001865855	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia seriolae
G001866515	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia timonae
G001866985	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium pseudotuberculosis
G001867005	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium pseudotuberculosis
G001867045	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium pseudotuberculosis
G001867465	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Oenococcus	Oenococcus oeni
G001867525	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Oenococcus	Oenococcus oeni
G001867535	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Oenococcus	Oenococcus oeni
G001867555	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Oenococcus	Oenococcus oeni
G001867615	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Oenococcus	Oenococcus oeni
G001867795	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Oenococcus	Oenococcus oeni
G001867835	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Oenococcus	Oenococcus oeni
G001867875	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Oenococcus	Oenococcus oeni
G001867915	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Oenococcus	Oenococcus oeni
G001867975	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Oenococcus	Oenococcus oeni
G001868045	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Oenococcus	Oenococcus oeni
G001868055	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Oenococcus	Oenococcus oeni
G001868105	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Oenococcus	Oenococcus oeni
G001868115	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Oenococcus	Oenococcus oeni
G001868145	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Oenococcus	Oenococcus oeni
G001868185	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Oenococcus	Oenococcus oeni
G001868195	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Oenococcus	Oenococcus oeni
G001868205	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Oenococcus	Oenococcus oeni
G001868225	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Oenococcus	Oenococcus oeni
G001868275	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Oenococcus	Oenococcus oeni
G001868315	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Oenococcus	Oenococcus oeni
G001868345	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Oenococcus	Oenococcus oeni
G001868405	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Oenococcus	Oenococcus oeni
G001868425	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Oenococcus	Oenococcus oeni
G001868525	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Oenococcus	Oenococcus oeni
G001868545	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Oenococcus	Oenococcus oeni
G001868555	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Oenococcus	Oenococcus oeni
G001868715	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Oenococcus	Oenococcus oeni
G001868805	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Oenococcus	Oenococcus oeni
G001869295	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Oenococcus	Oenococcus oeni
G001869305	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Oenococcus	Oenococcus oeni
G001869395	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Oenococcus	Oenococcus oeni
G001869405	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Oenococcus	Oenococcus oeni
G001869445	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Oenococcus	Oenococcus oeni
G001869655	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Oenococcus	Oenococcus oeni
G001869735	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Oenococcus	Oenococcus oeni
G001869815	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Oenococcus	Oenococcus oeni
G001869885	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Oenococcus	Oenococcus oeni
G001869945	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Oenococcus	Oenococcus oeni
G001869985	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Oenococcus	Oenococcus oeni
G001870005	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Oenococcus	Oenococcus oeni
G001870015	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Oenococcus	Oenococcus oeni
G001870125	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrosocosmicus	Candidatus Nitrosocosmicus sp. G61
G001870225	Bacteria	Cyanobacteria		Gloeoemargaritales	Gloeomargaritaceae	Gloeomargarita	Gloeomargarita lithophora
G001870485	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Oceanisphaera	Oceanisphaera psychrotolerans
G001870665	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobaca	Rhodobaca barguzinensis
G001870675	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseinatronobacter	Roseinatronobacter thiooxidans
G001870735	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Arsenicibacter	Arsenicibacter rosenii
G001870905	Bacteria	Cyanobacteria		Oscillatoriales	Coleofasciculaceae	Geitlerinema	Geitlerinema sp. PCC 9228
G001871035	Bacteria	Proteobacteria	Deltaproteobacteria				Deltaproteobacteria bacterium CG1_02_45_11
G001871115	Bacteria	Elusimicrobia					Elusimicrobia bacterium CG1_02_56_21
G001871125	Bacteria	Elusimicrobia					Elusimicrobia bacterium CG1_02_37_114
G001871165	Bacteria	Candidatus Falkowbacteria					Candidatus Falkowbacteria bacterium CG1_02_37_21
G001871235	Bacteria	Candidatus Falkowbacteria					Candidatus Falkowbacteria bacterium CG1_02_41_21
G001871285	Bacteria	Candidatus Gottesmanbacteria					Candidatus Gottesmanbacteria bacterium CG1_02_37_22
G001871315	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae		Helicobacteraceae bacterium CG1_02_36_14
G001871325	Bacteria	Ignavibacteriae	Ignavibacteria				Ignavibacteria bacterium CG1_02_37_35
G001871365	Bacteria	Candidatus Kuenenbacteria					Candidatus Kuenenbacteria bacterium CG1_02_38_13
G001871415	Archaea	Candidatus Woesearchaeota					Candidatus Woesearchaeota archaeon CG1_02_57_44
G001871435	Bacteria	Candidatus Magasanikbacteria					Candidatus Magasanikbacteria bacterium CG1_02_32_51
G001871445	Bacteria	Candidatus Magasanikbacteria					Candidatus Magasanikbacteria bacterium CG1_02_41_34
G001871475	Archaea	Candidatus Micrarchaeota					Candidatus Micrarchaeota archaeon CG1_02_47_40
G001871535	Archaea	Candidatus Micrarchaeota					Candidatus Micrarchaeota archaeon CG1_02_49_24
G001871575	Bacteria	Caldiserica	Caldisericia	Caldisericales	Caldisericaceae	Caldisericum	Caldisericum sp. CG2_30_36_11
G001871685	Bacteria	Nitrospirae					Nitrospirae bacterium CG1_02_44_142
G001871765	Bacteria	Candidatus Nomurabacteria					Candidatus Nomurabacteria bacterium CG1_02_43_90
G001871815	Bacteria	Candidatus Omnitrophica					Candidatus Omnitrophica bacterium CG1_02_40_15
G001871835	Bacteria	Candidatus Beckwithbacteria					Candidatus Beckwithbacteria bacterium CG2_30_44_31
G001871865	Bacteria	Candidatus Omnitrophica					Candidatus Omnitrophica bacterium CG1_02_41_171
G001871895	Bacteria	Chloroflexi	Anaerolineae				Anaerolineae bacterium CG1_02_58_13
G001871925	Bacteria	Proteobacteria	Zetaproteobacteria				Zetaproteobacteria bacterium CG1_02_53_45
G001871995	Bacteria						bacterium CG1_02_42_9
G001872005	Bacteria	Candidatus Collierbacteria					Candidatus Collierbacteria bacterium CG1_02_44_10
G001872035	Bacteria	Candidatus Beckwithbacteria					Candidatus Beckwithbacteria bacterium CG1_02_47_37
G001872105	Bacteria	Candidatus Omnitrophica					Candidatus Omnitrophica bacterium CG1_02_49_16
G001872165	Bacteria	Chloroflexi	Anaerolineae				Anaerolineae bacterium CG2_30_58_95
G001872225	Bacteria						Parcubacteria group bacterium CG1_02_37_13
G001872245	Bacteria						Parcubacteria group bacterium CG1_02_37_51
G001872265	Bacteria						Parcubacteria group bacterium CG1_02_39_15
G001872305	Bacteria						Parcubacteria group bacterium CG1_02_40_25
G001872335	Bacteria	Candidatus Pacebacteria					Candidatus Pacebacteria bacterium CG1_02_43_31
G001872385	Bacteria						Parcubacteria group bacterium CG1_02_40_82
G001872425	Bacteria						Parcubacteria group bacterium CG1_02_41_26
G001872435	Bacteria						Parcubacteria group bacterium CG1_02_41_12
G001872485	Bacteria						Parcubacteria group bacterium CG1_02_44_31
G001872505	Bacteria						Parcubacteria group bacterium CG1_02_50_68
G001872545	Bacteria						Parcubacteria group bacterium CG1_02_58_44
G001872575	Bacteria	Candidatus Peregrinibacteria					Candidatus Peregrinibacteria bacterium CG1_02_54_53
G001872685	Bacteria	Candidatus Marinimicrobia					Candidatus Marinimicrobia bacterium CG1_02_48_14
G001872735	Bacteria	Verrucomicrobia					Verrucomicrobia bacterium CG1_02_43_26
G001872775	Bacteria	Candidatus Omnitrophica					Candidatus Omnitrophica bacterium CG1_02_43_210
G001872865	Bacteria	Proteobacteria	Betaproteobacteria	Gallionellales	Gallionellaceae		Gallionellaceae bacterium CG1_02_60_948
G001872925	Bacteria	Chloroflexi	Dehalococcoidia				Dehalococcoidia bacterium CG2_30_46_19
G001872935	Bacteria						bacterium CG2_30_33_46
G001872945	Bacteria						bacterium CG2_30_37_16
G001872985	Bacteria						bacterium CG2_30_54_10
G001872995	Bacteria	Bacteroidetes					Bacteroidetes bacterium CG2_30_32_10
G001873005	Bacteria	Chloroflexi	Dehalococcoidia				Dehalococcoidia bacterium CG2_30_46_9
G001873045	Bacteria	Candidatus Omnitrophica					Candidatus Omnitrophica bacterium CG1_02_49_10
G001873075	Bacteria	Fibrobacteres					Fibrobacteres bacterium CG2_30_45_31
G001873115	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales			Desulfobacterales bacterium CG2_30_60_27
G001873135	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae		Helicobacteraceae bacterium CG2_30_36_10
G001873185	Bacteria	Ignavibacteriae	Ignavibacteria				Ignavibacteria bacterium CG2_30_36_16
G001873245	Bacteria	Candidatus Moranbacteria					Candidatus Moranbacteria bacterium CG2_30_45_14
G001873265	Bacteria	Nitrospirae					Nitrospirae bacterium CG2_30_41_42
G001873305	Bacteria	Candidatus Nomurabacteria					Candidatus Nomurabacteria bacterium CG2_30_43_9
G001873365	Bacteria	Cyanobacteria		Oscillatoriales			Oscillatoriales cyanobacterium CG2_30_40_61
G001873375	Bacteria	Cyanobacteria		Oscillatoriales			Oscillatoriales cyanobacterium CG2_30_44_21
G001873405	Bacteria						Parcubacteria group bacterium CG2_30_36_18
G001873435	Bacteria	Candidatus Pacebacteria					Candidatus Pacebacteria bacterium CG2_30_36_39
G001873465	Bacteria						Parcubacteria group bacterium CG2_30_36_38
G001873485	Bacteria						Parcubacteria group bacterium CG2_30_44_11
G001873495	Bacteria						Parcubacteria group bacterium CG2_30_44_18
G001873515	Bacteria						Parcubacteria group bacterium CG2_30_45_37
G001873525	Bacteria						Parcubacteria group bacterium CG2_30_48_51
G001873565	Bacteria	Candidatus Peregrinibacteria					Candidatus Peregrinibacteria bacterium CG2_30_44_17
G001873595	Bacteria	Candidatus Roizmanbacteria					Candidatus Roizmanbacteria bacterium CG2_30_33_16
G001873625	Bacteria	Candidatus Saccharibacteria					Candidatus Saccharibacteria bacterium CG2_30_41_52
G001873675	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae		Syntrophaceae bacterium CG2_30_49_12
G001873715	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Thiomicrospira	Thiomicrospira sp. CG2_30_44_34
G001873745	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae		Syntrophaceae bacterium CG2_30_58_14
G001873755	Bacteria	Candidatus Wirthbacteria					Candidatus Wirthbacteria bacterium CG2_30_54_11
G001873785	Bacteria						bacterium CG2_30_40_12
G001873795	Bacteria	Proteobacteria	Zetaproteobacteria				Zetaproteobacteria bacterium CG2_30_46_52
G001873845	Archaea	Euryarchaeota		Candidatus Altiarchaeales		Candidatus Altiarchaeum	Candidatus Altiarchaeum sp. CG2_30_32_3053
G001873875	Bacteria	Candidatus Moranbacteria					Candidatus Moranbacteria bacterium CG2_30_41_165
G001873905	Bacteria	Proteobacteria	Deltaproteobacteria				Deltaproteobacteria bacterium CG2_30_43_15
G001873945	Bacteria	Candidatus Desantisbacteria					Candidatus Desantisbacteria bacterium CG2_30_40_21
G001874005	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae		Desulfobacteraceae bacterium CG2_30_51_40
G001874025	Bacteria	Candidatus Omnitrophica					Candidatus Omnitrophica bacterium CG1_02_46_14
G001874155	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio sp. MedPE-SWchi
G001874165	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae	Crocinitomix	Crocinitomix sp. MedPE-SWsnd
G001874305	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Bacteriovorax	Bacteriovorax sp. MedPE-SWde
G001874325	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. MedPE-SWcel
G001874625	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia	Providencia rettgeri
G001875255	Bacteria	candidate division Hyd24-12					candidate division Hyd24-12 bacterium JCC-6
G001875345	Archaea	Euryarchaeota					Marine Group III euryarchaeote CG-Epi1
G001875425	Archaea	Euryarchaeota					Marine Group III euryarchaeote CG-Bathy1
G001875605	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales			Cellvibrionales bacterium GSC11
G001875845	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium diphtheriae
G001875875	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium diphtheriae
G001875905	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium diphtheriae
G001876005	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium diphtheriae
G001876035	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium diphtheriae
G001876055	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium diphtheriae
G001876085	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium diphtheriae
G001876095	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium diphtheriae
G001876115	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium diphtheriae
G001876175	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium diphtheriae
G001876195	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium diphtheriae
G001876255	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium diphtheriae
G001878675	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Virgibacillus	Virgibacillus halodenitrificans
G001878775	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter sp. AR2-3
G001879715	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Nioella	Nioella nitratireducens
G001880325	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	Thermus brockianus
G001881485	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Rickettsiella	Rickettsiella grylli
G001881495	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Rickettsiella	Candidatus Rickettsiella isopodorum
G001881585	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium heckeshornense
G001884305	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella	Weissella confusa
G001884705	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Couchioplanes	Couchioplanes caeruleus
