superkingdom,phylum,class,order,family,genus,species,year,status,reference
Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinotignum,urinale,2003,putative,"Yassin, A. F., et al. ""Dissection of the genus Actinobaculum: reclassification of Actinobaculum schaalii Lawson et al. 1997 and Actinobaculum urinale Hall et al. 2003 as Actinotignum schaalii gen. nov., comb. nov. and Actinotignum urinale comb. nov., description of Actinotignum sanguinis sp. nov. and emended descriptions of the genus Actinobaculum and Actinobaculum suis; and re-examination of the culture deposited as Actinobaculum massiliense CCUG 47753T (= DSM 19118T), revealing that it does not represent a strain of this ...."" International journal of systematic and evolutionary microbiology 65.Pt_2 (2015): 615-624."
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,finegoldii,2003,established,"Rautio, Merja, et al. ""Reclassification of Bacteroides putredinis (Weinberg et al., 1937) in a new genus Alistipes gen. nov., as Alistipes putredinis comb. nov., and description of Alistipes finegoldii sp. nov., from human sources."" Systematic and applied microbiology 26.2 (2003): 182-188."
Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Brevibacteriaceae,Brevibacterium,luteolum,2003,putative,"Barton, Cassie, et al. ""687: BREVIBACTERIUM LUTEOLUM BACTEREMIA AFTER OPEN CALCANEAL FRACTURE IN AN IMMUNOCOMPETENT PATIENT."" Critical Care Medicine 46.1 (2018): 330."
Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Brevibacteriaceae,Brevibacterium,lutescens,2003,putative,"Wauters, Georges, et al. ""Brevibacterium lutescens sp. nov., from human and environmental samples."" International journal of systematic and evolutionary microbiology 53.5 (2003): 1321-1325."
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,cenocepacia ,2003,established,"Vandamme, Peter, et al. ""Burkholderia cenocepacia sp. nov.—a new twist to an old story."" Research in Microbiology 154.2 (2003): 91-96."
Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,amygdalinum,2003,putative,"Carlier, Jean-Philippe, et al. ""First isolation of Clostridium amygdalinum from a patient with chronic osteitis."" Journal of clinical microbiology 44.10 (2006): 3842-3844."
Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,bolteae,2003,established,"Song, Yuli, et al. ""Clostridium bolteae sp. nov., isolated from human sources."" Systematic and applied microbiology 26.1 (2003): 84-89."
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,kerstersii,2003,established,"Almuzara, Marisa N., et al. ""Intra-abdominal infections due to Comamonas kerstersii."" Journal of clinical microbiology 51.6 (2013): 1998-2000."
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Delftia,tsuruhatensis,2003,established,"Preiswerk, Benjamin, et al. ""Human infection with Delftia tsuruhatensis isolated from a central venous catheter."" Journal of medical microbiology 60.2 (2011): 246-248."
Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,invisus,2003,established,"Downes, J., M. Munson, and W. G. Wade. ""Dialister invisus sp. nov., isolated from the human oral cavity."" International journal of systematic and evolutionary microbiology 53.6 (2003): 1937-1940."
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,albertii,2003,established,"Huys, Geert, et al. ""Escherichia albertii sp. nov., a diarrhoeagenic species isolated from stool specimens of Bangladeshi children."" International journal of systematic and evolutionary microbiology 53.3 (2003): 807-810."
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Kerstersia,gyiorum,2003,established,"Coenye, Tom, et al. ""Kerstersia gyiorum gen. nov., sp. nov., a novel Alcaligenes faecalis-like organism isolated from human clinical samples, and reclassification of Alcaligenes denitrificans Rüger and Tan 1983 as Achromobacter denitrificans comb. nov."" International Journal of Systematic and Evolutionary Microbiology 53.6 (2003): 1825-1831."
Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Luteococcus,sanguinis,2003,putative,"Collins, Matthew D., et al. ""Luteococcus sanguinis sp. nov., isolated from human blood."" International journal of systematic and evolutionary microbiology 53.6 (2003): 1889-1891."
Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,micronuciformis ,2003,putative,"Marchandin, Helene, et al. ""Phylogenetic analysis of some Sporomusa sub-branch members isolated from human clinical specimens: description of Megasphaera micronuciformis sp. nov."" International journal of systematic and evolutionary microbiology 53.2 (2003): 547-553."
Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Microbacterium,paraoxydans,2003,established,"Miyamoto, Masahito, et al. ""The first case report of peritoneal dialysis related peritonitis caused by Microbacterium paraoxydans."" Clinical nephrology 79.5 (2013): 402-406."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,pinnipedii,2003,established,"Kiers, Albert, et al. ""Transmission of Mycobacterium pinnipedii to humans in a zoo with marine mammals."" The International Journal of Tuberculosis and Lung Disease 12.12 (2008): 1469-1473."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Nocardia,puris,2003,established,"Yassin, A. F., et al. ""Nocardia puris sp. nov."" International journal of systematic and evolutionary microbiology 53.5 (2003): 1595-1599."
Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,hongkongensis ,2003,putative,"Teng, J. L. L., et al. ""Pseudobacteraemia in a patient with neutropenic fever caused by a novel paenibacillus species: Paenibacillus hongkongensis sp. nov."" Molecular Pathology 56.1 (2003): 29."
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,yeeii,2003,established,"Funke, Guido, Reinhard Frodl, and Hartmut Sommer. ""First comprehensively documented case of Paracoccus yeei infection in a human."" Journal of clinical microbiology 42.7 (2004): 3366-3368."
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,poae,2003,putative,"Woodring, Therese S., and John J. Farrell. ""Pseudomonas poae–Associated Fatal Septic Transfusion Reaction, Peoria, Illinois, USA, 2017."" Emerging infectious diseases 25.8 (2019): 1445."
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,respiraculi,2003,established,"Coenye, Tom, Peter Vandamme, and John J. LiPuma. ""Ralstonia respiraculi sp. nov., isolated from the respiratory tract of cystic fibrosis patients."" International journal of systematic and evolutionary microbiology 53.5 (2003): 1339-1342."
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas,mucosa,2003,established,"Kim, Yu Kyung, et al. ""Two cases of bacteremia due to Roseomonas mucosa."" Annals of laboratory medicine 36.4 (2016): 367-370."
Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Varibaculum,cambriensis,2003,established,"Hall, Val, et al. ""Characterization of some Actinomyces-like isolates from human clinical sources: description of Varibaculum cambriensis gen. nov., sp. nov."" Journal of clinical microbiology 41.2 (2003): 640-644."
Bacteria,Actinobacteria,Actinomycetia,Streptosporangiales,Thermomonosporaceae,Actinomadura,meyerae,2004,putative,"Bonnet, Emilie, et al. ""Actinomadura meyerae osteitis following wound contamination with hay in a woman in France: a case report."" Journal of medical case reports 5.1 (2011): 1-4."
Bacteria,Actinobacteria,Actinomycetia,Streptosporangiales,Thermomonosporaceae,Actinomadura,mexicana,2004,putative,"Siddig, Emmanuel Edwar, et al. ""Human actinomycetoma caused by Actinomadura mexicana in Sudan: the first report."" Transactions of The Royal Society of Tropical Medicine and Hygiene 115.4 (2021): 406-410."
Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,hongkongensis,2004,putative,"Woo, Patrick CY, et al. ""Actinomyces hongkongensis sp. nov.–a novel Actinomyces species isolated from a patient with pelvic actinomycosis."" Systematic and applied microbiology 26.4 (2003): 518-522."
Bacteria,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,palatopharyngis,2004,putative,"Huang, Ying, et al. ""Amycolatopsis palatopharyngis sp. nov., a potentially pathogenic actinomycete isolated from a human clinical source."" International journal of systematic and evolutionary microbiology 54.2 (2004): 359-363."
Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Brevibacteriaceae,Brevibacterium,sanguinis,2004,established,"Wauters, Georges, et al. ""Identification of a novel Brevibacterium species isolated from humans and description of Brevibacterium sanguinis sp. nov."" Journal of clinical microbiology 42.6 (2004): 2829-2832."
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,dolosa,2004,established,"Vermis, Karen, et al. ""Proposal to accommodate Burkholderia cepacia genomovar VI as Burkholderia dolosa sp. nov."" International journal of systematic and evolutionary microbiology 54.3 (2004): 689-691."
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,insulaenigrae,2004,putative,"Chua, Kyra, et al. ""Campylobacter insulaenigrae causing septicaemia and enteritis."" Journal of medical microbiology 56.11 (2007): 1565-1567."
Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Cardiobacterium,valvarum,2004,established,"Han, Xiang Y., et al. ""Endocarditis with ruptured cerebral aneurysm caused by Cardiobacterium valvarum sp. nov."" Journal of clinical microbiology 42.4 (2004): 1590-1595."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Corynebacteriaceae,Corynebacterium,nigricans,2004,established,"Shukla, Sanjay K., et al. ""Corynebacterium nigricans sp. nov.: proposed name for a black-pigmented Corynebacterium species recovered from the human female urogenital tract."" Journal of clinical microbiology 41.9 (2003): 4353-4358."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Corynebacteriaceae,Corynebacterium,tuberculostearicum,2004,established,"Feurer, Carole, et al. ""Taxonomic characterization of nine strains isolated from clinical and environmental specimens, and proposal of Corynebacterium tuberculostearicum sp. nov."" International journal of systematic and evolutionary microbiology 54.4 (2004): 1055-1061."
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Elizabethkingia,miricola,2004,established,"Murray, Patrick, and Juan C. Gea-Banacloche. ""Sepsis caused by Elizabethkingia miricola successfully treated with tigecycline and levofloxacin."" Diagnostic microbiology and infectious disease 62.4 (2008): 430-432."
Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Helcococcus,sueciensis,2004,putative,"Collins, Matthew D., et al. ""Helcococcus sueciensis sp. nov., isolated from a human wound."" International Journal of Systematic and Evolutionary Microbiology 54.5 (2004): 1557-1560."
Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Intrasporangiaceae,Janibacter,melonis,2004,putative,"Elsayed, Sameer, and Kunyan Zhang. ""Bacteremia caused by Janibacter melonis."" Journal of clinical microbiology 43.7 (2005): 3537-3539."
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,variicola,2004,established,"Rosenblueth, Mónica, et al. ""Klebsiella variicola, a novel species with clinical and plant-associated isolates."" Systematic and applied microbiology 27.1 (2004): 27-35."
Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Kocuria,marina,2004,established,"Lee, Ja Young, et al. ""Two cases of peritonitis caused by Kocuria marina in patients undergoing continuous ambulatory peritoneal dialysis."" Journal of clinical microbiology 47.10 (2009): 3376-3378."
Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,goodfellowii,2004,established,"Eribe, Emenike RK, et al. ""Genetic diversity of Leptotrichia and description of Leptotrichia goodfellowii sp. nov., Leptotrichia hofstadii sp. nov., Leptotrichia shahii sp. nov. and Leptotrichia wadei sp. nov."" International journal of systematic and evolutionary microbiology 54.2 (2004): 583-592."
Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,shahii,2004,putative,"Eribe, Emenike RK, et al. ""Genetic diversity of Leptotrichia and description of Leptotrichia goodfellowii sp. nov., Leptotrichia hofstadii sp. nov., Leptotrichia shahii sp. nov. and Leptotrichia wadei sp. nov."" International journal of systematic and evolutionary microbiology 54.2 (2004): 583-592."
Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,wadei,2004,putative,"Eribe, Emenike RK, et al. ""Genetic diversity of Leptotrichia and description of Leptotrichia goodfellowii sp. nov., Leptotrichia hofstadii sp. nov., Leptotrichia shahii sp. nov. and Leptotrichia wadei sp. nov."" International journal of systematic and evolutionary microbiology 54.2 (2004): 583-592."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,boenickei,2004,putative,"Schinsky, Mark F., et al. ""Taxonomic variation in the Mycobacterium fortuitum third biovariant complex: description of Mycobacterium boenickei sp. nov., Mycobacterium houstonense sp. nov., Mycobacterium neworleansense sp. nov. and Mycobacterium brisbanense sp. nov. and recognition of Mycobacterium porcinum from human clinical isolates."" International Journal of Systematic and Evolutionary Microbiology 54.5 (2004): 1653-1667."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,brisbanense,2004,established,"Poh, Mau-Ern, et al. ""Mycobacterium brisbanense species nova isolated from a patient with chronic cavitary lung infection."" Chest 145.4 (2014): 858-860."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,nebraskense,2004,established,"Mohamed, Amr M., et al. ""Mycobacterium nebraskense sp. nov., a novel slowly growing scotochromogenic species."" International journal of systematic and evolutionary microbiology 54.6 (2004): 2057-2060."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,canariasense,2004,established,"Jiménez, M. Soledad, et al. ""Mycobacterium canariasense sp. nov."" International journal of systematic and evolutionary microbiology 54.5 (2004): 1729-1734."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,chimaera,2004,established,"Achermann, Yvonne, et al. ""Prosthetic valve endocarditis and bloodstream infection due to Mycobacterium chimaera."" Journal of clinical microbiology 51.6 (2013): 1769-1773."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,cosmeticum,2004,established,"Cooksey, Robert C., et al. ""Mycobacterium cosmeticum sp. nov., a novel rapidly growing species isolated from a cosmetic infection and from a nail salon."" International journal of systematic and evolutionary microbiology 54.6 (2004): 2385-2391."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,parascrofulaceum,2004,established,"Turenne, C. Y., et al. ""Mycobacterium parascrofulaceum sp. nov., novel slowly growing, scotochromogenic clinical isolates related to Mycobacterium simiae."" International journal of systematic and evolutionary microbiology 54.5 (2004): 1543-1551."
